"x"
29085.4350939251
30088.4619303092
28226.3251303442
74707.1362935943
82962.9321084433
75534.1221151602
86052.4640603124
83181.1173967416
62942.3353397719
76089.3480188973
74721.7638072286
60455.3507434207
57538.023282962
54626.3459049625
65737.7742199669
62841.2684980338
38715.4594062363
33519.5874815859
42524.5983023113
48148.4655984102
45268.7346296819
43219.5478535649
47653.9130011863
45295.961106488
67162.613141314
69668.5641477533
47411.1985466341
69450.4747170732
55490.7611148566
70308.3041710949
83375.9723969846
76023.2901813312
89697.3496445991
87502.7310012206
86151.3701165674
85743.0182718715
85601.3960340229
82636.4635574317
81826.0515893554
82947.1922188493
76735.6972511174
69061.1711835305
58299.6811473765
69025.1683779684
36782.5883357161
43320.4636690474
40648.4103730526
47064.7086771462
46846.1259373647
72620.523591551
81186.8562025253
67688.1316507585
73341.3377681578
71928.5403999528
63845.24773187
67711.5026582316
69722.1997790823
45123.6495024357
45881.7501481197
51024.2138178895
45185.8792031826
42164.6785825053
50516.0790138349
40448.2067699766
36755.7541256713
50668.9905617537
78613.8479344447
75537.7036148592
75287.15186362
73846.8242107507
73102.70585809
65179.3510272639
46693.9797484666
51381.8038106387
64533.6726584146
62862.0052510115
62850.3333996984
52713.7232928813
76461.7446158131
67633.7600116734
117285.970518313
110013.813150507
40227.4525312103
66148.1129394807
66486.8579851848
66103.2061978795
69316.1624330769
64420.5992262921
50746.5118256812
52354.3107388175
90469.9042786382
61277.0069593534
65513.3188019255
69283.6269256871
71171.124155727
53056.3265226179
62594.3153945658
63519.3637353912
87449.9494820488
86437.5917690596
72870.1574928801
73448.5350214757
75177.4990583789
77712.464689359
82873.8724150288
78954.9684994927
87639.2990809862
73947.7484684476
63288.8425069908
63911.6665414317
59464.2503268618
48468.8647216202
54882.3762956709
60489.8564438417
58032.1403093022
87918.9693685084
102591.648011755
108753.140203864
89838.963362318
61814.6392338647
65933.5273888973
99086.1604827899
104659.280357767
82605.5421710131
70379.4967176579
84937.450243554
74009.671510141
69782.8512471027
65579.1535140496
88330.1551844801
116538.275325081
178718.071738984
186100.143878814
104817.579187347
102459.264972945
103092.148850135
101968.692204856
73842.3658652542
72602.9958087291
86499.5237396032
84156.2925509266
75570.0063427376
120082.70547051
122516.727335703
87461.7463352334
88501.731513916
88677.2175618942
99445.2366897169
99740.411894484
92871.2598802493
86613.4818938736
91449.2549781074
85615.360913324
97147.3985703868
68232.0681226129
74329.1486304484
72589.7297948617
71585.9574087475
102284.422718068
99246.5229467171
94530.3316404287
94926.478790682
82504.7385699917
78665.1365044311
57307.538893468
48141.7571625842
48200.4966125695
51388.9850914783
68114.9714964803
68101.142704264
71142.8015819606
57181.6235810542
65376.3877524514
86352.9187011871
85796.1270165283
73528.6910181784
62528.4384885302
62453.4633663292
81181.1187700181
104757.378342589
119836.318558067
110936.195037128
122939.862490594
114439.200292482
105875.241922248
132813.210300082
125788.457916196
103790.313912816
101748.634135121
106479.841114148
98642.6526742492
100093.350825309
120824.931953514
114101.094285123
114439.909180856
103962.78797495
133625.36066047
180101.213228784
138107.621058088
205213.865652546
121463.739814024
129293.250517952
132473.697601551
156141.52215387
203526.229939574
118341.178243227
113158.605253089
127161.553846539
103838.164610388
106738.663849265
96450.1408765156
96215.5219188936
99573.7164323848
84457.3140049556
79587.8511337219
105362.933321906
123542.198803662
112035.316534473
123116.616081384
149923.076699384
126300.871781773
155203.342216071
163747.269006126
109484.106128136
101181.525795257
111415.908695537
99078.5539443853
100573.252760077
145048.366825455
107726.49874897
87079.2404191393
110333.424422139
128344.583862078
90793.1691224268
81522.6518990014
93393.7987092697
81452.153796895
80264.0359928671
91785.583725751
84497.8029838937
88842.4997730801
105944.00371524
110281.5911693
102764.585943817
122188.061924227
111856.431149032
110058.230880441
112472.538022518
97357.4167586234
106626.836238131
134239.243651729
124130.886775813
105547.938906409
110838.990705285
116139.238226728
124923.286124458
215654.273341968
101946.370690418
175440.18621699
106347.038395869
87963.9695164785
95243.9136168363
96239.2381013964
85107.401805467
88267.240277009
82976.1737024751
87574.2546580822
102236.725930722
86119.169957835
84330.3212409753
95935.2322740866
83588.5964055777
77761.1345818865
118921.570062622
126433.084108421
127547.452709339
100289.778639409
110219.189675335
105542.625624756
68840.940558736
67298.5053953777
95191.9216856441
86499.2938227974
136494.457693783
128322.300464587
129806.35871635
138356.184323117
137228.797352835
107340.173207365
96216.3799559066
63466.0641099252
81311.7122842221
82206.7214193539
98943.0331032063
146701.741325979
146295.114007023
82917.0116242954
789863.220569828
130288.772108358
845316.725439793
119293.686585475
125188.301751973
132324.055156014
161744.769581319
125802.048468025
126182.699251229
124488.668269895
116252.845697346
140940.843231395
112204.350634456
109145.995708408
127502.93105432
118072.869858371
227676.956281229
217620.024212146
104759.937898486
117920.091308427
103865.784115267
101784.252529832
88278.1843577375
99270.3450116358
102576.01626024
273504.096738892
240189.044065257
82815.8755306915
90612.502394917
103924.852902869
122630.51392383
119371.399386469
110039.336775545
109502.885401567
113037.409500947
158560.204116517
175377.949853845
143428.457576015
149002.99723778
153430.344300187
139780.393760306
141270.327775886
132026.506823235
101843.600040509
105915.321939457
88848.7509033852
94727.0151448496
102041.336600663
102346.573270773
80861.8597345432
87627.2060791213
104051.05374669
104791.322576176
89127.5329594833
147035.635716868
225341.684979273
137366.123031985
110777.68800731
230023.393136998
143441.675813143
106764.88739209
119282.076332259
104203.408362776
106731.467239284
120010.172650636
128232.396045707
155855.481469655
98060.7841785628
94702.7534071961
99738.0621076814
94757.609438764
84469.8940927041
81988.3691517268
91298.5895341125
77059.0787769002
78698.9001681459
89071.5294358696
83906.8589083725
62815.7604270106
63818.5043398857
103210.443517291
101751.511047069
102757.702201073
210614.653344069
116975.907732958
150939.380624213
140573.450684119
140599.671302403
127408.716660219
128032.92446456
69408.7183618716
78234.5234182037
78614.6623420995
52647.2061552839
165396.120487281
103901.764613407
109905.572119604
164286.036003513
132774.870646084
200582.0644087
179779.879803502
160463.86731575
139988.581819545
117362.926383666
138797.936756088
215087.828182258
132026.207540828
181504.565262766
147066.640263695
268172.305487052
250684.48805666
135117.730734537
115064.313375133
87858.1683950105
86292.606386748
97295.739927891
112705.569765812
134496.023573278
104382.107666936
107914.91200911
88244.1747443706
79490.7283538471
61874.7181749773
70486.6252036078
74632.1820402785
65589.486902628
72499.5952687457
55362.0699469357
63969.9147447185
62871.4854092866
118622.562145297
132145.18417058
120352.333124677
77892.1177319214
111628.901101554
117681.050505968
126371.663177022
84910.0935771443
103020.56638052
64079.5283868122
60550.0573466383
59629.8146293237
64855.2655221148
70015.6109783944
56825.678129498
42344.1105213893
73003.5392822566
75460.1063802173
62812.6096247254
68828.922594648
70000.5372415057
66192.9373139301
60910.3899459406
54094.9012303074
84840.9149734666
87548.6293026143
83917.9090033414
38077.3867005525
41296.477794585
46111.6123179019
43196.8867228072
31363.1358105576
30232.0639365529
43365.5096280113
48254.0676502732
48163.8818191295
